Accident_Index,Location_Easting_OSGR ,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location
2.01E+12,457370,455130,-1.126503,53.98904,12,2,3,2,16/02/2008,7,18:28:00,189,E06000014,3,19,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013432
2.01E+12,452240,452070,-1.205258,53.962083,12,3,1,1,16/02/2008,7,22:15:00,189,E06000014,4,1224,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013421
2.01E+12,452360,452050,-1.203433,53.961891,12,3,1,1,17/02/2008,1,10:30:00,189,E06000014,4,1224,6,60,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01013421
2.01E+12,460940,452320,-1.072623,53.963379,12,3,1,2,17/02/2008,1,19:55:00,189,E06000014,3,1036,3,30,0,-1,-1,0,0,0,4,8,4,0,0,1,1,E01013369
2.01E+12,455080,451350,-1.162106,53.955318,12,3,1,1,18/02/2008,2,00:01:00,189,E06000014,4,1224,6,60,0,-1,-1,0,0,0,6,1,4,0,0,2,1,E01013421
2.01E+12,457030,451110,-1.132438,53.95295,12,3,2,1,18/02/2008,2,08:55:00,189,E06000014,6,0,1,30,2,4,6,0,0,8,1,1,2,0,0,1,2,E01013445
2.01E+12,462020,451820,-1.056265,53.958758,12,3,3,1,19/02/2008,3,05:42:00,189,E06000014,6,0,6,30,8,4,-1,-1,0,0,1,1,1,0,0,1,2,E01013399
2.01E+12,455420,453520,-1.156532,53.974783,12,3,3,3,19/02/2008,3,18:15:00,189,E06000014,3,59,6,60,3,4,6,0,0,0,6,7,2,0,0,2,1,E01013426
2.01E+12,456470,456780,-1.139922,54.003967,12,3,2,1,20/02/2008,4,09:32:00,189,E06000014,3,19,6,60,0,-1,-1,0,0,0,1,7,1,0,0,2,1,E01013430
2.01E+12,464090,451340,-1.024822,53.954192,12,1,2,4,21/02/2008,5,12:22:00,189,E06000014,3,1079,3,40,7,2,6,0,0,0,1,1,2,0,0,2,1,E01013378
2.01E+12,457490,451370,-1.12538,53.955236,12,3,1,1,20/02/2008,4,15:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013441
2.01E+12,461040,452260,-1.071111,53.962828,12,3,2,2,16/02/2008,7,12:05:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013383
2.01E+12,456860,455990,-1.13412,53.996825,12,3,2,1,25/02/2008,2,08:22:00,189,E06000014,3,19,6,50,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013430
2.01E+12,460770,451160,-1.075444,53.952974,12,3,3,1,25/02/2008,2,08:45:00,189,E06000014,6,0,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013363
2.01E+12,459690,451910,-1.091753,53.95984,12,2,1,1,25/02/2008,2,17:12:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013415
2.01E+12,458220,451460,-1.11424,53.955963,12,3,2,1,27/02/2008,4,20:30:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013396
2.01E+12,462080,450000,-1.05572,53.942395,12,3,1,1,29/02/2008,6,18:00:00,189,E06000014,6,0,6,30,3,4,6,0,0,1,4,5,2,0,0,2,1,E01013378
2.01E+12,460250,448350,-1.083921,53.927782,12,2,1,1,29/02/2008,6,23:15:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,6,5,2,0,0,2,1,E01013340
2.01E+12,459860,458490,-1.087871,54.018953,12,2,2,1,01/03/2008,7,20:05:00,189,E06000014,6,0,6,30,0,0,-1,0,0,0,4,1,1,0,0,1,1,E01013377
2.01E+12,466260,457900,-0.990335,54.01287,12,3,2,1,04/03/2008,3,08:58:00,189,E06000014,3,64,6,60,6,4,6,0,0,0,1,1,2,0,0,2,1,E01013437
2.01E+12,456790,450930,-1.136128,53.951359,12,3,2,1,04/03/2008,3,09:10:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013442
2.01E+12,453280,451360,-1.189532,53.955596,12,3,1,2,04/03/2008,3,21:43:00,189,E06000014,4,1224,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013421
2.01E+12,460700,451180,-1.076507,53.953162,12,3,2,1,08/03/2008,7,19:50:00,189,E06000014,6,0,2,30,3,2,6,0,0,5,4,1,1,0,0,1,2,E01013364
2.01E+12,459660,451490,-1.092292,53.956069,12,3,1,1,10/03/2008,2,07:54:00,189,E06000014,6,0,6,30,3,4,3,1036,0,0,1,2,2,0,0,1,1,E01013416
2.01E+12,461790,455340,-1.059057,53.990418,12,2,1,1,09/03/2008,1,20:30:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013409
2.01E+12,457760,449540,-1.121612,53.93876,12,3,2,1,10/03/2008,2,23:55:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,7,1,1,0,0,1,1,E01013353
2.01E+12,460310,453170,-1.082056,53.971091,12,3,2,1,11/03/2008,3,21:51:00,189,E06000014,4,1363,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013343
2.01E+12,459850,452200,-1.089258,53.962428,12,2,1,1,12/03/2008,4,11:15:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,4,1,0,0,1,2,E01013366
2.01E+12,455940,453360,-1.148634,53.973289,12,3,2,1,14/10/2008,3,14:50:00,189,E06000014,3,59,6,60,3,4,6,0,0,0,1,1,1,0,0,2,2,E01013426
2.01E+12,460550,451830,-1.078663,53.959021,12,3,1,1,13/03/2008,5,00:01:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,2,E01013367
2.01E+12,460210,451120,-1.083984,53.95268,12,3,2,1,13/03/2008,5,07:55:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,E01013418
2.01E+12,460960,451120,-1.072557,53.952593,12,2,2,4,14/03/2008,6,14:39:00,189,E06000014,6,0,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01013364
2.01E+12,459920,451860,-1.088258,53.959364,12,3,2,1,14/03/2008,6,17:25:00,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013415
2.01E+12,462630,458610,-1.045575,54.019703,12,3,2,4,14/03/2008,6,19:37:00,189,E06000014,6,0,6,40,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013436
2.01E+12,458500,450980,-1.110065,53.951618,12,3,2,1,15/03/2008,7,10:15:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013397
2.01E+12,460040,452010,-1.0864,53.960698,12,3,1,1,15/03/2008,7,12:20:00,189,E06000014,6,0,6,30,3,4,6,0,0,8,1,1,1,0,0,1,2,E01013366
2.01E+12,464270,451410,-1.022065,53.954799,12,3,2,1,16/03/2008,1,13:00:00,189,E06000014,3,1079,3,40,3,2,6,0,0,0,1,1,1,0,0,2,1,E01013378
2.01E+12,459980,450930,-1.087526,53.950999,12,2,1,1,17/03/2008,2,10:45:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,2,E01013413
2.01E+12,461180,448450,-1.069739,53.928572,12,3,2,3,18/03/2008,3,08:10:00,189,E06000014,3,19,6,30,3,4,4,1222,0,0,1,1,1,0,0,2,2,E01013365
2.01E+12,460850,456510,-1.073159,54.001044,12,2,3,1,18/03/2008,3,19:15:00,189,E06000014,3,1237,6,60,1,4,6,0,0,0,4,1,1,0,0,2,1,E01013407
2.01E+12,459400,452920,-1.095976,53.96895,12,3,2,1,14/03/2008,6,15:10:00,189,E06000014,6,0,6,30,3,4,6,0,0,5,1,1,1,0,0,1,2,E01013346
2.01E+12,459950,451630,-1.087846,53.957294,12,2,1,1,19/03/2008,4,01:00:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013415
2.01E+12,460880,450690,-1.073862,53.948738,12,3,2,2,20/03/2008,5,11:30:00,189,E06000014,3,19,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013364
2.01E+12,461630,453430,-1.061883,53.973273,12,2,2,2,20/03/2008,5,21:40:00,189,E06000014,3,1036,6,30,3,4,6,0,2,4,4,1,1,0,0,2,1,E01013385
2.01E+12,459310,453050,-1.097322,53.970129,12,3,2,1,21/03/2008,6,19:40:00,189,E06000014,3,19,6,30,6,2,6,0,0,5,4,6,2,0,0,1,1,E01013346
2.01E+12,460450,451340,-1.080284,53.954629,12,3,2,1,23/03/2008,1,13:06:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.01E+12,459550,451260,-1.094013,53.954015,12,2,2,1,23/03/2008,1,20:14:00,189,E06000014,6,0,6,30,6,2,3,59,0,0,4,1,2,0,0,1,1,E01013417
2.01E+12,464810,456680,-1.012718,54.002091,12,3,2,2,24/03/2008,2,10:36:00,189,E06000014,3,64,3,60,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013437
2.01E+12,461940,451990,-1.05745,53.960295,12,3,2,1,24/03/2008,2,11:30:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,1,0,0,1,2,E01013384
2.01E+12,459750,452560,-1.090712,53.965674,12,3,1,1,25/03/2008,3,15:39:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013344
2.01E+12,458990,448300,-1.103117,53.927478,12,3,2,2,26/03/2008,4,15:50:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013412
2.01E+12,456830,451000,-1.135506,53.951983,12,3,2,1,27/03/2008,5,11:40:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,1,1,E01013442
2.01E+12,459030,450350,-1.102112,53.945896,12,2,2,1,27/03/2008,5,19:30:00,189,E06000014,3,1036,6,30,0,-1,-1,0,0,0,4,1,2,0,0,2,2,E01013358
2.01E+12,466270,452880,-0.991273,53.967757,12,3,1,1,27/03/2008,5,23:22:00,189,E06000014,3,166,6,60,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013351
2.01E+12,462730,451280,-1.045557,53.953819,12,3,2,1,28/03/2008,6,08:17:00,189,E06000014,3,1079,6,30,3,2,6,0,0,5,1,5,2,0,0,1,1,E01013398
2.01E+12,461080,452590,-1.070435,53.965789,12,3,2,1,29/03/2008,7,07:20:00,189,E06000014,6,0,6,30,9,4,6,0,0,0,1,8,1,0,0,1,2,E01013383
2.01E+12,462020,452450,-1.056137,53.964419,12,3,4,1,30/03/2008,1,20:45:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013379
2.01E+12,460590,451600,-1.078099,53.95695,12,3,2,1,01/04/2008,3,08:55:00,189,E06000014,6,0,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01013367
2.01E+12,457070,454390,-1.131216,53.982423,12,3,4,2,01/04/2008,3,11:08:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,4,1,0,0,2,1,E01013422
2.01E+12,461130,454880,-1.069214,53.986363,12,3,1,1,02/04/2008,4,14:39:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013404
2.01E+12,460120,451620,-1.085257,53.957184,12,3,2,1,02/04/2008,4,15:02:00,189,E06000014,6,0,6,30,3,2,6,0,0,0,1,1,1,0,0,1,1,E01013415
2.01E+12,458050,449420,-1.117218,53.937649,12,3,1,1,03/04/2008,5,21:50:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013353
2.01E+12,464140,455390,-1.02321,53.990581,12,3,3,5,04/04/2008,6,12:00:00,189,E06000014,3,64,3,60,1,4,3,1036,0,0,1,1,1,0,0,2,2,E01013437
2.01E+12,460360,452820,-1.081363,53.96794,12,3,2,1,05/04/2008,7,06:45:00,189,E06000014,4,1363,6,30,7,4,6,0,0,0,1,1,1,0,0,1,2,E01013366
2.01E+12,461310,452500,-1.066948,53.964953,12,3,2,2,06/04/2008,1,09:27:00,189,E06000014,6,0,1,30,2,4,6,0,0,0,1,1,1,0,0,1,1,E01013383
2.01E+12,467260,449170,-0.977,53.93429,12,2,2,1,06/04/2008,1,10:52:00,189,E06000014,4,1228,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,464500,456240,-1.01754,53.998175,12,2,4,1,06/04/2008,1,13:26:00,189,E06000014,3,64,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013409
2.01E+12,457560,454920,-1.123645,53.987131,12,3,1,1,07/04/2008,2,06:30:00,189,E06000014,3,1237,1,60,1,4,3,19,0,7,1,1,2,0,0,2,1,E01013432
2.01E+12,461320,458190,-1.065651,54.016086,12,3,2,2,08/04/2008,3,09:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013373
2.01E+12,459440,455800,-1.094805,53.994827,12,3,4,2,08/04/2008,3,16:30:00,189,E06000014,3,1237,6,30,0,-1,-1,0,0,0,1,1,1,0,0,2,1,E01013431
2.01E+12,462520,454210,-1.048156,53.980176,12,3,1,1,08/04/2008,3,22:10:00,189,E06000014,3,1036,1,40,1,4,6,0,0,0,4,1,1,0,0,2,1,E01013409
2.01E+12,465140,451600,-1.008769,53.956398,12,3,2,1,10/04/2008,5,08:58:00,189,E06000014,4,1228,6,60,8,4,-1,-1,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,460040,450110,-1.086773,53.943623,12,3,2,1,10/04/2008,5,15:25:00,189,E06000014,6,0,6,30,3,4,6,0,0,8,1,1,2,0,0,1,1,E01013412
2.01E+12,458270,448400,-1.114061,53.928458,12,3,2,5,10/04/2008,5,16:46:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013355
2.01E+12,457750,450890,-1.121509,53.950893,12,3,2,1,11/04/2008,6,21:50:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013445
2.01E+12,455930,451150,-1.149191,53.953429,12,1,2,4,13/04/2008,1,12:34:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,2,2,0,0,2,1,E01013421
2.01E+12,464000,455310,-1.025361,53.98988,12,3,3,2,13/04/2008,1,16:02:00,189,E06000014,3,1036,3,30,1,4,3,64,0,0,1,1,2,0,0,2,1,E01013437
2.01E+12,461830,451080,-1.05931,53.95213,12,3,2,1,14/04/2008,2,08:39:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013363
2.01E+12,452330,453400,-1.203659,53.974026,12,2,1,3,15/04/2008,3,01:40:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,6,1,1,0,0,2,1,E01013426
2.01E+12,466250,457900,-0.990487,54.012872,12,2,2,3,15/04/2008,3,04:55:00,189,E06000014,3,64,6,60,6,4,6,0,0,8,6,1,1,0,0,2,1,E01013437
2.01E+12,459380,451030,-1.096648,53.951967,12,3,5,3,15/04/2008,3,15:12:00,189,E06000014,3,1036,6,30,3,2,6,0,0,5,1,8,2,0,0,1,1,E01013417
2.01E+12,461830,452520,-1.059019,53.965071,12,3,3,1,17/04/2008,5,17:00:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,E01013380
2.01E+12,459340,451060,-1.097252,53.952241,12,3,1,1,17/04/2008,5,17:20:00,189,E06000014,6,0,6,30,3,4,6,0,0,5,1,2,2,0,0,1,1,E01013417
2.01E+12,461840,452670,-1.058836,53.966418,12,3,2,3,17/04/2008,5,17:43:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,2,2,0,0,1,1,E01013379
2.01E+12,460460,457340,-1.078943,54.008548,12,3,1,1,17/04/2008,5,17:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013371
2.01E+12,459670,452630,-1.091917,53.966313,12,3,2,1,19/04/2008,7,17:15:00,189,E06000014,6,0,6,30,8,4,6,0,0,0,1,2,2,0,0,1,2,E01013344
2.01E+12,460080,451980,-1.085796,53.960424,12,3,1,1,21/04/2008,2,09:45:00,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013366
2.01E+12,461320,452500,-1.066795,53.964952,12,3,4,1,01/01/2010,6,02:19:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013380
2.01E+12,462210,448130,-1.05412,53.925574,12,3,3,1,02/01/2010,7,14:10:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013365
2.01E+12,458310,451400,-1.11288,53.955414,12,3,1,1,06/01/2010,4,14:50:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,3,3,0,0,1,2,E01013396
2.01E+12,464650,456450,-1.015207,54.000044,12,2,1,1,06/01/2010,4,17:02:00,189,E06000014,3,64,6,60,0,-1,-1,0,0,0,6,3,3,0,0,2,1,E01013437
2.01E+12,464520,455020,-1.017493,53.987209,12,3,2,1,07/01/2010,5,07:50:00,189,E06000014,5,95,6,60,0,-1,-1,0,0,0,1,1,3,0,0,2,1,E01013437
2.01E+12,463020,462350,-1.038849,54.053265,12,3,1,2,08/01/2010,6,14:10:00,189,E06000014,6,0,6,60,0,-1,-1,0,0,0,1,1,3,0,0,2,1,E01013438
2.01E+12,457110,459490,-1.12965,54.028251,12,3,2,2,08/01/2010,6,16:15:00,189,E06000014,5,92,6,60,0,-1,-1,0,0,0,6,3,3,0,0,2,1,E01013430
2.01E+12,461830,451080,-1.05931,53.95213,12,3,2,1,12/01/2010,3,07:45:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,4,1,2,0,0,1,1,E01013363
2.01E+12,461200,458180,-1.067484,54.01601,12,3,2,1,12/01/2010,3,08:10:00,189,E06000014,6,0,6,30,3,4,6,0,1,0,1,1,2,0,0,1,1,E01013373
2.01E+12,461270,452680,-1.067521,53.966575,12,3,2,1,13/01/2010,4,23:49:00,189,E06000014,3,1036,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,E01013380
2.01E+12,462500,455110,-1.048277,53.988266,12,3,2,1,14/01/2010,5,08:52:00,189,E06000014,6,3710,6,30,0,-1,-1,0,0,0,1,8,4,0,0,1,2,E01013409
2.01E+12,460420,451960,-1.080619,53.960205,12,3,1,1,15/01/2010,6,16:00:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,2,E01013367
2.01E+12,453860,451290,-1.180707,53.954907,12,3,1,1,17/01/2010,1,07:06:00,189,E06000014,4,1224,6,60,0,-1,-1,0,0,0,6,1,2,0,0,2,1,E01013421
2.01E+12,461840,451300,-1.059113,53.954106,12,3,2,1,18/01/2010,2,17:25:00,189,E06000014,3,1079,6,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,E01013363
2.01E+12,455770,447470,-1.1523,53.920375,12,3,3,1,19/01/2010,3,08:15:00,189,E06000014,3,1237,1,60,1,4,6,0,0,0,1,8,4,0,0,2,2,E01013421
2.01E+12,460550,452480,-1.078535,53.964863,12,3,2,1,19/01/2010,3,18:00:00,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,4,1,2,0,0,1,1,E01013369
2.01E+12,461150,455010,-1.068883,53.987528,12,2,2,1,19/01/2010,3,18:35:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,4,1,2,0,0,1,1,E01013404
2.01E+12,461950,451980,-1.057299,53.960204,12,3,2,1,20/01/2010,4,09:50:00,189,E06000014,6,0,6,30,6,4,6,0,0,0,1,1,2,0,0,1,1,E01013384
2.01E+12,460890,450290,-1.073789,53.945142,12,3,2,1,21/01/2010,5,09:50:00,189,E06000014,3,19,6,30,3,2,6,0,0,5,1,1,1,0,0,1,1,E01013361
2.01E+12,460860,453500,-1.073607,53.973993,12,3,3,2,21/01/2010,5,10:28:00,189,E06000014,6,0,6,30,6,2,6,0,0,4,1,1,2,0,0,1,1,E01013348
2.01E+12,462870,454870,-1.042684,53.986064,12,3,2,2,21/01/2010,5,15:26:00,189,E06000014,5,416,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013409
2.01E+12,461310,452500,-1.066948,53.964953,12,3,2,1,22/01/2010,6,17:25:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,4,1,2,0,0,1,2,E01013383
2.01E+12,461000,451870,-1.071798,53.959328,12,3,4,4,22/01/2010,6,16:30:00,189,E06000014,3,1036,6,30,3,2,6,0,0,5,1,2,2,0,0,1,2,E01013367
2.01E+12,460630,451310,-1.077548,53.954339,12,3,1,1,22/01/2010,6,23:00:00,189,E06000014,3,19,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013364
2.01E+12,456020,447480,-1.148492,53.920438,12,3,2,1,25/01/2010,2,16:11:00,189,E06000014,3,64,3,70,9,4,3,1237,0,0,1,1,1,0,0,2,1,E01013421
2.01E+12,460770,451190,-1.075438,53.953244,12,3,1,1,26/01/2010,3,18:40:00,189,E06000014,6,0,2,30,0,-1,-1,0,0,4,4,1,1,0,0,1,1,E01013363
2.01E+12,462270,450720,-1.052679,53.948842,12,3,1,2,27/01/2010,4,13:30:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,8,1,1,1,0,0,1,1,E01013378
2.01E+12,469640,450940,-0.940352,53.949881,12,3,2,1,28/01/2010,5,18:40:00,189,E06000014,3,1079,6,60,0,-1,-1,0,0,0,6,1,2,1,0,2,1,E01013351
2.01E+12,460870,449770,-1.074197,53.940471,12,1,1,1,28/01/2010,5,21:25:00,189,E06000014,3,19,6,30,6,2,6,0,0,5,4,1,2,0,0,1,1,E01013362
2.01E+12,456940,452980,-1.133461,53.969765,12,3,2,1,29/01/2010,6,09:43:00,189,E06000014,3,59,6,30,6,2,6,0,0,5,1,1,1,0,0,1,1,E01013339
2.01E+12,460840,456710,-1.073271,54.002842,12,3,2,1,29/01/2010,6,17:40:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,2,1,E01013407
2.01E+12,467760,453960,-0.968324,53.97727,12,3,2,2,30/01/2010,7,13:01:00,189,E06000014,3,166,6,60,3,4,6,0,0,0,1,1,1,0,0,2,1,E01013351
2.01E+12,460160,451630,-1.084646,53.957269,12,3,1,1,30/01/2010,7,19:35:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,4,1,1,0,0,1,1,E01013415
2.01E+12,460840,452500,-1.074111,53.965008,12,3,2,1,28/01/2010,5,10:45:00,189,E06000014,6,0,1,30,1,4,3,1036,0,0,1,1,1,0,0,1,2,E01013369
2.01E+12,461230,452100,-1.068247,53.961368,12,3,2,1,01/02/2010,2,09:20:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,0,1,1,1,0,0,1,2,E01013383
2.01E+12,459740,455880,-1.090214,53.995512,12,3,3,1,30/01/2010,7,12:30:00,189,E06000014,4,1363,1,60,1,4,3,1237,0,0,1,1,1,0,0,2,2,E01013431
2.01E+12,461030,451790,-1.071357,53.958605,12,3,2,1,02/02/2010,3,17:00:00,189,E06000014,3,1036,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,E01013367
2.01E+12,459690,453470,-1.091448,53.973859,12,3,1,1,04/02/2010,5,01:05:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,3,0,0,1,1,E01013347
2.01E+12,462290,452470,-1.052018,53.964566,12,3,3,1,05/02/2010,6,15:11:00,189,E06000014,6,0,6,30,8,4,6,0,0,0,1,1,1,0,0,1,1,E01013384
2.01E+12,461240,451810,-1.068153,53.95876,12,3,2,1,05/02/2010,6,17:30:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,2,E01013367
2.01E+12,456680,453940,-1.137246,53.978421,12,3,4,3,06/02/2010,7,12:50:00,189,E06000014,3,1237,6,60,1,4,6,0,0,0,1,1,2,0,0,2,1,E01013422
2.01E+12,456900,452690,-1.134125,53.967164,12,3,2,1,07/02/2010,1,00:18:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013339
2.01E+12,462780,451650,-1.044719,53.957138,12,3,1,1,08/02/2010,2,08:35:00,189,E06000014,6,0,6,30,3,4,6,0,0,0,1,1,2,0,0,1,1,E01013398
2.01E+12,461880,452250,-1.058311,53.962639,12,3,1,1,09/02/2010,3,02:31:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,4,4,1,2,0,0,1,1,E01013383
2.01E+12,462920,455220,-1.04185,53.989204,12,2,2,1,09/02/2010,3,14:36:00,189,E06000014,6,0,1,30,1,4,6,0,0,0,1,1,1,0,0,2,1,E01013409
2.01E+12,469710,450930,-0.939288,53.949782,12,2,2,1,10/02/2010,4,19:30:00,189,E06000014,3,1079,6,60,0,-1,-1,0,0,0,6,3,3,0,0,2,1,E01013351
2.01E+12,463710,455120,-1.029824,53.988208,12,3,2,1,11/02/2010,5,18:21:00,189,E06000014,3,1036,6,40,3,4,6,0,0,0,4,1,2,0,0,2,1,E01013409
2.01E+12,459630,451330,-1.092781,53.954635,12,3,1,1,12/02/2010,6,07:54:00,189,E06000014,6,0,6,30,0,-1,-1,0,0,4,1,1,2,0,0,1,1,E01013415
2.01E+12,455980,453350,-1.148026,53.973195,12,3,2,1,12/02/2010,6,20:54:00,189,E06000014,3,59,6,40,3,4,6,0,0,0,4,1,1,0,0,2,1,E01013426
2.01E+12,464100,455280,-1.023843,53.989598,12,3,2,2,12/02/2010,6,17:30:00,189,E06000014,3,64,1,40,1,2,3,1237,0,0,4,8,2,0,0,2,1,E01013437
2.01E+12,459060,450430,-1.101639,53.946612,12,2,2,1,12/02/2010,6,19:15:00,189,E06000014,3,1036,6,30,3,4,6,0,0,4,4,1,1,0,0,1,1,E01013358
2.01E+12,464120,455430,-1.023506,53.990943,12,3,1,1,14/02/2010,1,06:42:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01013437
2.01E+12,464190,454880,-1.022555,53.985992,12,3,2,1,14/02/2010,1,08:45:00,189,E06000014,3,64,3,70,0,-1,-1,0,0,0,1,1,4,0,0,2,1,E01013437
2.01E+12,460780,451250,-1.075274,53.953782,12,3,1,1,15/02/2010,2,09:00:00,189,E06000014,3,1036,6,30,9,-1,6,0,0,5,1,2,2,0,0,1,1,E01013363
2.01E+12,455900,451340,-1.149614,53.95514,12,3,3,1,15/02/2010,2,12:00:00,189,E06000014,3,1237,6,60,0,-1,-1,0,0,0,1,1,2,0,0,2,1,E01013421
2.01E+12,459360,451050,-1.096949,53.952149,12,3,1,1,17/02/2010,4,08:45:00,189,E06000014,6,0,6,30,6,2,3,1036,0,5,1,1,1,0,0,1,1,E01013417
2.01E+12,460150,452020,-1.084721,53.960775,12,2,1,1,17/02/2010,4,14:50:00,189,E06000014,6,0,2,30,0,-1,-1,0,0,0,1,1,1,0,0,1,1,E01013366
2.01E+12,458070,452210,-1.116383,53.96272,12,3,1,1,18/02/2010,5,16:20:00,189,E06000014,3,59,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,E01013394
